gridSize;blockSize;p;q;clocks;seconds
92;32;20921;20903;2322525;2,322525
94;32;20921;20903;2354595;2,354595
96;32;20921;20903;2397084;2,397084
98;32;20921;20903;2428482;2,428482
100;32;20921;20903;2461391;2,461391
102;32;20921;20903;2492298;2,492298
104;32;20921;20903;2524433;2,524433
106;32;20921;20903;2558515;2,558515
108;32;20921;20903;2594753;2,594753
110;32;20921;20903;2634546;2,634546
112;32;20921;20903;2668809;2,668809
114;32;20921;20903;2706140;2,706140
116;32;20921;20903;2739866;2,739866
118;32;20921;20903;2790105;2,790105
120;32;20921;20903;2816616;2,816616
122;32;20921;20903;2847336;2,847336
124;32;20921;20903;2884227;2,884227
126;32;20921;20903;2928181;2,928181
128;32;20921;20903;2957449;2,957449
