gridSize;blockSize;p;q;clocks;seconds
16;256;20921;20903;2954643;2,954643
18;32;20921;20903;1019153;1,019153
18;64;20921;20903;1664976;1,664976
18;96;20921;20903;1833667;1,833667
18;128;20921;20903;2047154;2,047154
18;160;20921;20903;2298186;2,298186
18;192;20921;20903;2596179;2,596179
18;224;20921;20903;2927036;2,927036
20;32;20921;20903;1078139;1,078139
20;64;20921;20903;1705785;1,705785
20;96;20921;20903;1904301;1,904301
20;128;20921;20903;2157862;2,157862
20;160;20921;20903;2456225;2,456225
20;192;20921;20903;2815293;2,815293
22;32;20921;20903;1175295;1,175295
22;64;20921;20903;1735395;1,735395
22;96;20921;20903;1958881;1,958881
22;128;20921;20903;2267995;2,267995
22;160;20921;20903;2633532;2,633532
24;32;20921;20903;1273089;1,273089
24;64;20921;20903;1774619;1,774619
24;96;20921;20903;2046297;2,046297
24;128;20921;20903;2399135;2,399135
24;160;20921;20903;2807079;2,807079
26;32;20921;20903;1363672;1,363672
26;64;20921;20903;1816094;1,816094
26;96;20921;20903;2119911;2,119911
26;128;20921;20903;2525986;2,525986
28;32;20921;20903;1430732;1,430732
28;64;20921;20903;1860218;1,860218
28;96;20921;20903;2206682;2,206682
28;128;20921;20903;2662391;2,662391
30;32;20921;20903;1572633;1,572633
30;64;20921;20903;1909411;1,909411
30;96;20921;20903;2297283;2,297283
30;128;20921;20903;2807411;2,807411
32;32;20921;20903;1637022;1,637022
32;64;20921;20903;1938126;1,938126
32;96;20921;20903;2397908;2,397908
32;128;20921;20903;2955326;2,955326
34;32;20921;20903;1656859;1,656859
34;64;20921;20903;1998146;1,998146
34;96;20921;20903;2485678;2,485678
36;32;20921;20903;1669482;1,669482
36;64;20921;20903;2054199;2,054199
36;96;20921;20903;2587305;2,587305
38;32;20921;20903;1682774;1,682774
38;64;20921;20903;2103973;2,103973
38;96;20921;20903;2703759;2,703759
40;32;20921;20903;1705854;1,705854
40;64;20921;20903;2155403;2,155403
40;96;20921;20903;2814424;2,814424
42;32;20921;20903;1715770;1,715770
42;64;20921;20903;2197211;2,197211
42;96;20921;20903;2922541;2,922541
44;32;20921;20903;1735357;1,735357
44;64;20921;20903;2257423;2,257423
46;32;20921;20903;1753617;1,753617
46;64;20921;20903;2324893;2,324893
48;32;20921;20903;1765427;1,765427
48;64;20921;20903;2393109;2,393109
50;32;20921;20903;1791914;1,791914
50;64;20921;20903;2463459;2,463459
52;32;20921;20903;1815359;1,815359
52;64;20921;20903;2515607;2,515607
54;32;20921;20903;1833364;1,833364
54;64;20921;20903;2586781;2,586781
56;32;20921;20903;1859521;1,859521
56;64;20921;20903;2669346;2,669346
58;32;20921;20903;1880414;1,880414
58;64;20921;20903;2740960;2,740960
60;32;20921;20903;1907547;1,907547
60;64;20921;20903;2814401;2,814401
62;32;20921;20903;1916088;1,916088
62;64;20921;20903;2885911;2,885911
64;32;20921;20903;1936548;1,936548
64;64;20921;20903;2958372;2,958372
66;32;20921;20903;1957238;1,957238
68;32;20921;20903;1996902;1,996902
70;32;20921;20903;2018946;2,018946
72;32;20921;20903;2053581;2,053581
74;32;20921;20903;2070637;2,070637
76;32;20921;20903;2098240;2,098240
78;32;20921;20903;2127423;2,127423
80;32;20921;20903;2151156;2,151156
82;32;20921;20903;2175848;2,175848
84;32;20921;20903;2196042;2,196042
86;32;20921;20903;2234602;2,234602
88;32;20921;20903;2255830;2,255830
90;32;20921;20903;2290976;2,290976
92;32;20921;20903;2323357;2,323357
94;32;20921;20903;2345952;2,345952
96;32;20921;20903;2395766;2,395766
98;32;20921;20903;2415547;2,415547
100;32;20921;20903;2462558;2,462558
102;32;20921;20903;2492493;2,492493
104;32;20921;20903;2513934;2,513934
106;32;20921;20903;2558285;2,558285
108;32;20921;20903;2594408;2,594408
110;32;20921;20903;2621974;2,621974
112;32;20921;20903;2668304;2,668304
114;32;20921;20903;2706029;2,706029
116;32;20921;20903;2730594;2,730594
118;32;20921;20903;2788457;2,788457
120;32;20921;20903;2804150;2,804150
122;32;20921;20903;2848048;2,848048
124;32;20921;20903;2879320;2,879320
126;32;20921;20903;2925172;2,925172
128;32;20921;20903;2947441;2,947441
