gridSize;blockSize;p;q;clocks;seconds
4;672;20921;20903;2198975;2,198975
4;704;20921;20903;2260445;2,260445
4;736;20921;20903;2320257;2,320257
4;768;20921;20903;2388779;2,388779
4;800;20921;20903;2459806;2,459806
4;832;20921;20903;2517224;2,517224
4;864;20921;20903;2589138;2,589138
4;896;20921;20903;2665683;2,665683
4;928;20921;20903;2736876;2,736876
4;960;20921;20903;2807775;2,807775
4;992;20921;20903;2881601;2,881601
4;1024;20921;20903;2951044;2,951044
6;32;20921;20903;686288;0,686288
6;64;20921;20903;774608;0,774608
6;96;20921;20903;1012552;1,012552
6;128;20921;20903;1271270;1,271270
6;160;20921;20903;1570482;1,570482
6;192;20921;20903;1667151;1,667151
6;224;20921;20903;1709595;1,709595
6;256;20921;20903;1770840;1,770840
6;288;20921;20903;1828586;1,828586
6;320;20921;20903;1909800;1,909800
6;352;20921;20903;1960947;1,960947
6;384;20921;20903;2052443;2,052443
6;416;20921;20903;2121624;2,121624
6;448;20921;20903;2198724;2,198724
6;480;20921;20903;2292387;2,292387
6;512;20921;20903;2389825;2,389825
6;544;20921;20903;2488612;2,488612
6;576;20921;20903;2593899;2,593899
6;608;20921;20903;2708476;2,708476
6;640;20921;20903;2813159;2,813159
6;672;20921;20903;2921403;2,921403
8;32;20921;20903;698862;0,698862
8;64;20921;20903;924443;0,924443
8;96;20921;20903;1271297;1,271297
8;128;20921;20903;1630788;1,630788
8;160;20921;20903;1699211;1,699211
8;192;20921;20903;1771367;1,771367
8;224;20921;20903;1853496;1,853496
8;256;20921;20903;1940111;1,940111
8;288;20921;20903;2049525;2,049525
8;320;20921;20903;2154776;2,154776
8;352;20921;20903;2262626;2,262626
8;384;20921;20903;2390949;2,390949
8;416;20921;20903;2521087;2,521087
8;448;20921;20903;2664980;2,664980
8;480;20921;20903;2807606;2,807606
8;512;20921;20903;2953568;2,953568
10;32;20921;20903;732193;0,732193
10;64;20921;20903;1083348;1,083348
10;96;20921;20903;1570315;1,570315
10;128;20921;20903;1699245;1,699245
10;160;20921;20903;1789496;1,789496
10;192;20921;20903;1905572;1,905572
10;224;20921;20903;2023760;2,023760
10;256;20921;20903;2150771;2,150771
10;288;20921;20903;2297055;2,297055
10;320;20921;20903;2457187;2,457187
10;352;20921;20903;2625846;2,625846
10;384;20921;20903;2808606;2,808606
12;32;20921;20903;774411;0,774411
12;64;20921;20903;1271266;1,271266
12;96;20921;20903;1667364;1,667364
12;128;20921;20903;1769474;1,769474
12;160;20921;20903;1902428;1,902428
12;192;20921;20903;2052149;2,052149
12;224;20921;20903;2200429;2,200429
12;256;20921;20903;2391152;2,391152
12;288;20921;20903;2594062;2,594062
12;320;20921;20903;2815618;2,815618
14;32;20921;20903;836990;0,836990
14;64;20921;20903;1436212;1,436212
14;96;20921;20903;1712591;1,712591
14;128;20921;20903;1853628;1,853628
14;160;20921;20903;2026178;2,026178
14;192;20921;20903;2200672;2,200672
14;224;20921;20903;2425820;2,425820
14;256;20921;20903;2662148;2,662148
14;288;20921;20903;2921542;2,921542
16;32;20921;20903;921605;0,921605
16;64;20921;20903;1633399;1,633399
16;96;20921;20903;1768227;1,768227
16;128;20921;20903;1940204;1,940204
16;160;20921;20903;2151033;2,151033
16;192;20921;20903;2394077;2,394077
16;224;20921;20903;2666729;2,666729
16;256;20921;20903;2952151;2,952151
18;32;20921;20903;1012407;1,012407
18;64;20921;20903;1670582;1,670582
18;96;20921;20903;1826995;1,826995
18;128;20921;20903;2049414;2,049414
18;160;20921;20903;2291620;2,291620
18;192;20921;20903;2590311;2,590311
18;224;20921;20903;2920081;2,920081
20;32;20921;20903;1083657;1,083657
20;64;20921;20903;1699353;1,699353
20;96;20921;20903;1902523;1,902523
20;128;20921;20903;2150480;2,150480
20;160;20921;20903;2462479;2,462479
20;192;20921;20903;2808390;2,808390
22;32;20921;20903;1177971;1,177971
22;64;20921;20903;1726704;1,726704
22;96;20921;20903;1962371;1,962371
22;128;20921;20903;2268249;2,268249
22;160;20921;20903;2628289;2,628289
24;32;20921;20903;1271384;1,271384
24;64;20921;20903;1769143;1,769143
24;96;20921;20903;2048790;2,048790
24;128;20921;20903;2392320;2,392320
24;160;20921;20903;2811994;2,811994
26;32;20921;20903;1361886;1,361886
26;64;20921;20903;1812745;1,812745
26;96;20921;20903;2124587;2,124587
26;128;20921;20903;2519779;2,519779
28;32;20921;20903;1433306;1,433306
28;64;20921;20903;1853466;1,853466
28;96;20921;20903;2200715;2,200715
28;128;20921;20903;2664318;2,664318
30;32;20921;20903;1570718;1,570718
30;64;20921;20903;1904271;1,904271
30;96;20921;20903;2295808;2,295808
30;128;20921;20903;2813619;2,813619
32;32;20921;20903;1631114;1,631114
32;64;20921;20903;1938019;1,938019
32;96;20921;20903;2397392;2,397392
32;128;20921;20903;2958845;2,958845
34;32;20921;20903;1654133;1,654133
34;64;20921;20903;1992961;1,992961
34;96;20921;20903;2487871;2,487871
36;32;20921;20903;1670158;1,670158
36;64;20921;20903;2048671;2,048671
36;96;20921;20903;2589991;2,589991
38;32;20921;20903;1681034;1,681034
38;64;20921;20903;2100804;2,100804
38;96;20921;20903;2701318;2,701318
40;32;20921;20903;1699162;1,699162
40;64;20921;20903;2152789;2,152789
40;96;20921;20903;2812049;2,812049
42;32;20921;20903;1709965;1,709965
42;64;20921;20903;2202154;2,202154
42;96;20921;20903;2920311;2,920311
44;32;20921;20903;1729167;1,729167
44;64;20921;20903;2263118;2,263118
46;32;20921;20903;1747149;1,747149
46;64;20921;20903;2317718;2,317718
48;32;20921;20903;1768200;1,768200
48;64;20921;20903;2390752;2,390752
50;32;20921;20903;1792243;1,792243
50;64;20921;20903;2460265;2,460265
52;32;20921;20903;1809038;1,809038
52;64;20921;20903;2518328;2,518328
54;32;20921;20903;1829836;1,829836
54;64;20921;20903;2589630;2,589630
56;32;20921;20903;1855580;1,855580
56;64;20921;20903;2663529;2,663529
58;32;20921;20903;1877371;1,877371
58;64;20921;20903;2737355;2,737355
60;32;20921;20903;1904407;1,904407
60;64;20921;20903;2811519;2,811519
62;32;20921;20903;1918934;1,918934
62;64;20921;20903;2883410;2,883410
64;32;20921;20903;1940421;1,940421
64;64;20921;20903;2954071;2,954071
66;32;20921;20903;1960280;1,960280
68;32;20921;20903;1993903;1,993903
70;32;20921;20903;2024935;2,024935
72;32;20921;20903;2042267;2,042267
74;32;20921;20903;2076072;2,076072
76;32;20921;20903;2098340;2,098340
78;32;20921;20903;2123297;2,123297
80;32;20921;20903;2148016;2,148016
82;32;20921;20903;2169503;2,169503
84;32;20921;20903;2198026;2,198026
86;32;20921;20903;2230740;2,230740
88;32;20921;20903;2258486;2,258486
90;32;20921;20903;2288988;2,288988
92;32;20921;20903;2319552;2,319552
94;32;20921;20903;2351516;2,351516
96;32;20921;20903;2389353;2,389353
98;32;20921;20903;2418200;2,418200
100;32;20921;20903;2458857;2,458857
102;32;20921;20903;2483717;2,483717
104;32;20921;20903;2519583;2,519583
106;32;20921;20903;2551889;2,551889
108;32;20921;20903;2590673;2,590673
110;32;20921;20903;2627035;2,627035
112;32;20921;20903;2661835;2,661835
114;32;20921;20903;2704668;2,704668
116;32;20921;20903;2735368;2,735368
118;32;20921;20903;2782412;2,782412
120;32;20921;20903;2809074;2,809074
122;32;20921;20903;2841939;2,841939
124;32;20921;20903;2877348;2,877348
126;32;20921;20903;2921621;2,921621
128;32;20921;20903;2950083;2,950083
