n;gridSize;blockSize;p;q;clocks;seconds
25847047;126;32;5081;5087;4521405;4.521405
25847047;128;32;5081;5087;4556059;4.556059
26050807;2;32;5107;5101;19944;0.019944
26050807;2;64;5107;5101;26319;0.026319
26050807;2;96;5107;5101;43138;0.043138
26050807;2;128;5107;5101;74381;0.074381
26050807;2;160;5107;5101;99955;0.099955
26050807;2;192;5107;5101;130497;0.130497
26050807;2;224;5107;5101;169544;0.169544
26050807;2;256;5107;5101;205895;0.205895
26050807;2;288;5107;5101;251916;0.251916
26050807;2;320;5107;5101;307380;0.307380
26050807;2;352;5107;5101;357756;0.357756
26050807;2;384;5107;5101;406025;0.406025
26050807;2;416;5107;5101;478490;0.478490
26050807;2;448;5107;5101;535260;0.535260
26050807;2;480;5107;5101;603679;0.603679
26050807;2;512;5107;5101;684492;0.684492
26050807;2;544;5107;5101;779278;0.779278
26050807;2;576;5107;5101;843376;0.843376
26050807;2;608;5107;5101;930085;0.930085
26050807;2;640;5107;5101;1031774;1.031774
26050807;2;672;5107;5101;1094818;1.094818
26050807;2;704;5107;5101;1184612;1.184612
26050807;2;736;5107;5101;1312429;1.312429
26050807;2;768;5107;5101;1422162;1.422162
26050807;2;800;5107;5101;1548678;1.548678
26050807;2;832;5107;5101;1654408;1.654408
26050807;2;864;5107;5101;1763690;1.763690
26050807;2;896;5107;5101;1862782;1.862782
26050807;2;928;5107;5101;1995173;1.995173
26050807;2;960;5107;5101;2101888;2.101888
26050807;2;992;5107;5101;2247032;2.247032
26050807;2;1024;5107;5101;2367150;2.367150
26050807;4;32;5107;5101;33198;0.033198
26050807;4;64;5107;5101;67526;0.067526
26050807;4;96;5107;5101;130497;0.130497
26050807;4;128;5107;5101;205793;0.205793
26050807;4;160;5107;5101;308054;0.308054
26050807;4;192;5107;5101;406104;0.406104
26050807;4;224;5107;5101;535230;0.535230
26050807;4;256;5107;5101;684480;0.684480
26050807;4;288;5107;5101;843420;0.843420
26050807;4;320;5107;5101;1031694;1.031694
26050807;4;352;5107;5101;1184578;1.184578
26050807;4;384;5107;5101;1422101;1.422101
26050807;4;416;5107;5101;1654595;1.654595
26050807;4;448;5107;5101;1862546;1.862546
26050807;4;480;5107;5101;2101802;2.101802
26050807;4;512;5107;5101;2373029;2.373029
26050807;4;544;5107;5101;2626270;2.626270
26050807;4;576;5107;5101;2931164;2.931164
26050807;4;608;5107;5101;3291081;3.291081
26050807;4;640;5107;5101;3551065;3.551065
26050807;4;672;5107;5101;3950375;3.950375
26050807;4;704;5107;5101;4328153;4.328153
26050807;4;736;5107;5101;4663768;4.663768
26050807;4;768;5107;5101;4981345;4.981345
26050807;4;800;5107;5101;5356918;5.356918
26050807;4;832;5107;5101;5800188;5.800188
26050807;4;864;5107;5101;6178969;6.178969
26050807;4;896;5107;5101;6684277;6.684277
26112091;2;32;5107;5113;21035;0.021035
26112091;2;64;5107;5113;14611;0.014611
26112091;2;96;5107;5113;20973;0.020973
26112091;2;128;5107;5113;22583;0.022583
26112091;2;160;5107;5113;33361;0.033361
26112091;2;192;5107;5113;35087;0.035087
26112091;2;224;5107;5113;40943;0.040943
26112091;2;256;5107;5113;42527;0.042527
26112091;2;288;5107;5113;55293;0.055293
26112091;2;320;5107;5113;61806;0.061806
26112091;2;352;5107;5113;68880;0.068880
26112091;2;384;5107;5113;76162;0.076162
26112091;2;416;5107;5113;85968;0.085968
26112091;2;448;5107;5113;92830;0.092830
26112091;2;480;5107;5113;102816;0.102816
26112091;2;512;5107;5113;114391;0.114391
26112091;2;544;5107;5113;128277;0.128277
26112091;2;576;5107;5113;137354;0.137354
26112091;2;608;5107;5113;150574;0.150574
26112091;2;640;5107;5113;164903;0.164903
26112091;2;672;5107;5113;173564;0.173564
26112091;2;704;5107;5113;187776;0.187776
26112091;2;736;5107;5113;205364;0.205364
26112091;2;768;5107;5113;221000;0.221000
26112091;2;800;5107;5113;239436;0.239436
26112091;2;832;5107;5113;254734;0.254734
26112091;2;864;5107;5113;270439;0.270439
26112091;2;896;5107;5113;284951;0.284951
26112091;2;928;5107;5113;304180;0.304180
26112091;2;960;5107;5113;319523;0.319523
26112091;2;992;5107;5113;340053;0.340053
26112091;2;1024;5107;5113;358703;0.358703
26112091;4;32;5107;5113;19743;0.019743
26112091;4;64;5107;5113;18569;0.018569
26112091;4;96;5107;5113;33874;0.033874
26112091;4;128;5107;5113;44846;0.044846
26112091;4;160;5107;5113;52427;0.052427
26112091;4;192;5107;5113;73986;0.073986
26112091;4;224;5107;5113;92637;0.092637
26112091;4;256;5107;5113;114241;0.114241
26112091;4;288;5107;5113;137268;0.137268
26112091;4;320;5107;5113;164618;0.164618
26112091;4;352;5107;5113;186337;0.186337
26112091;4;384;5107;5113;221082;0.221082
26112091;4;416;5107;5113;254771;0.254771
26112091;4;448;5107;5113;284930;0.284930
26112091;4;480;5107;5113;319705;0.319705
26112091;4;512;5107;5113;358819;0.358819
26112091;4;544;5107;5113;395510;0.395510
26112091;4;576;5107;5113;439467;0.439467
26112091;4;608;5107;5113;491644;0.491644
26112091;4;640;5107;5113;529403;0.529403
26112091;4;672;5107;5113;587294;0.587294
26112091;4;704;5107;5113;641386;0.641386
26112091;4;736;5107;5113;691325;0.691325
26112091;4;768;5107;5113;736545;0.736545
26112091;4;800;5107;5113;790940;0.790940
26112091;4;832;5107;5113;854985;0.854985
26112091;4;864;5107;5113;909907;0.909907
26112091;4;896;5107;5113;983036;0.983036
26112091;4;928;5107;5113;1050314;1.050314
26112091;4;960;5107;5113;1110934;1.110934
26112091;4;992;5107;5113;1183054;1.183054
26112091;4;1024;5107;5113;1257315;1.257315
26112091;6;32;5107;5113;22180;0.022180
26112091;6;64;5107;5113;26789;0.026789
26112091;6;96;5107;5113;51523;0.051523
26112091;6;128;5107;5113;73854;0.073854
26112091;6;160;5107;5113;102528;0.102528
26112091;6;192;5107;5113;137401;0.137401
26112091;6;224;5107;5113;173657;0.173657
26112091;6;256;5107;5113;221094;0.221094
26112091;6;288;5107;5113;270595;0.270595
26112091;6;320;5107;5113;319449;0.319449
26112091;6;352;5107;5113;383100;0.383100
26112091;6;384;5107;5113;439523;0.439523
26112091;6;416;5107;5113;505941;0.505941
26112091;6;448;5107;5113;587253;0.587253
26112091;6;480;5107;5113;664368;0.664368
26112091;6;512;5107;5113;736526;0.736526
26112091;6;544;5107;5113;813136;0.813136
26112091;6;576;5107;5113;909890;0.909890
26112091;6;608;5107;5113;1016947;1.016947
26112091;6;640;5107;5113;1111067;1.111067
26112091;6;672;5107;5113;1221888;1.221888
26112091;8;32;5107;5113;21800;0.021800
26112091;8;64;5107;5113;37702;0.037702
26112091;8;96;5107;5113;73881;0.073881
26112091;8;128;5107;5113;114284;0.114284
26112091;8;160;5107;5113;164552;0.164552
26112091;8;192;5107;5113;221076;0.221076
26112091;8;224;5107;5113;284911;0.284911
26112091;8;256;5107;5113;358832;0.358832
26112091;8;288;5107;5113;439670;0.439670
26112091;8;320;5107;5113;529286;0.529286
26112091;8;352;5107;5113;641320;0.641320
26112091;8;384;5107;5113;736546;0.736546
26112091;8;416;5107;5113;855124;0.855124
26112091;8;448;5107;5113;982811;0.982811
26112091;8;480;5107;5113;1111070;1.111070
26112091;8;512;5107;5113;1257273;1.257273
26112091;10;32;5107;5113;29380;0.029380
26112091;10;64;5107;5113;59557;0.059557
26112091;10;96;5107;5113;102536;0.102536
26112091;10;128;5107;5113;164516;0.164516
26112091;10;160;5107;5113;239430;0.239430
26112091;10;192;5107;5113;319546;0.319546
26112091;10;224;5107;5113;418462;0.418462
26112091;10;256;5107;5113;529214;0.529214
26112091;10;288;5107;5113;664437;0.664437
26112091;10;320;5107;5113;790926;0.790926
26112091;10;352;5107;5113;945988;0.945988
26112091;10;384;5107;5113;1111159;1.111159
26112091;12;32;5107;5113;33968;0.033968
26112091;12;64;5107;5113;66783;0.066783
26112091;12;96;5107;5113;137298;0.137298
26112091;12;128;5107;5113;221330;0.221330
26112091;12;160;5107;5113;319421;0.319421
26112091;12;192;5107;5113;439595;0.439595
26112091;12;224;5107;5113;587238;0.587238
26112091;12;256;5107;5113;736563;0.736563
26112091;12;288;5107;5113;909805;0.909805
26112091;12;320;5107;5113;1111138;1.111138
26112091;14;32;5107;5113;39651;0.039651
26112091;14;64;5107;5113;85460;0.085460
26112091;14;96;5107;5113;173889;0.173889
26112091;14;128;5107;5113;284928;0.284928
26112091;14;160;5107;5113;418547;0.418547
26112091;14;192;5107;5113;587214;0.587214
26112091;14;224;5107;5113;761665;0.761665
26112091;14;256;5107;5113;983605;0.983605
26112091;14;288;5107;5113;1219730;1.219730
26112091;16;32;5107;5113;44876;0.044876
26112091;16;64;5107;5113;107432;0.107432
26112091;16;96;5107;5113;221844;0.221844
26112091;16;128;5107;5113;358933;0.358933
26112091;16;160;5107;5113;529314;0.529314
26112091;16;192;5107;5113;729725;0.729725
26112091;16;224;5107;5113;983589;0.983589
26112091;16;256;5107;5113;1257296;1.257296
26112091;18;32;5107;5113;51831;0.051831
26112091;18;64;5107;5113;130407;0.130407
26112091;18;96;5107;5113;271191;0.271191
26112091;18;128;5107;5113;439657;0.439657
26112091;18;160;5107;5113;657733;0.657733
26112091;18;192;5107;5113;910422;0.910422
26112091;18;224;5107;5113;1219844;1.219844
26112091;20;32;5107;5113;59591;0.059591
26112091;20;64;5107;5113;164424;0.164424
26112091;20;96;5107;5113;315919;0.315919
26112091;20;128;5107;5113;524084;0.524084
26112091;20;160;5107;5113;790853;0.790853
26112091;20;192;5107;5113;1111038;1.111038
26112091;22;32;5107;5113;66775;0.066775
26112091;22;64;5107;5113;186677;0.186677
26112091;22;96;5107;5113;382977;0.382977
26112091;22;128;5107;5113;641446;0.641446
26112091;22;160;5107;5113;946115;0.946115
26112091;24;32;5107;5113;73907;0.073907
26112091;24;64;5107;5113;221124;0.221124
26112091;24;96;5107;5113;439141;0.439141
26112091;24;128;5107;5113;736523;0.736523
26112091;24;160;5107;5113;1111133;1.111133
26112091;26;32;5107;5113;84361;0.084361
26112091;26;64;5107;5113;254715;0.254715
26112091;26;96;5107;5113;506064;0.506064
26112091;26;128;5107;5113;854958;0.854958
26112091;28;32;5107;5113;92622;0.092622
26112091;28;64;5107;5113;284953;0.284953
26112091;28;96;5107;5113;587168;0.587168
26112091;28;128;5107;5113;983059;0.983059
26112091;30;32;5107;5113;102569;0.102569
26112091;30;64;5107;5113;319509;0.319509
26112091;30;96;5107;5113;664444;0.664444
26112091;30;128;5107;5113;1111112;1.111112
26112091;32;32;5107;5113;114196;0.114196
26112091;32;64;5107;5113;358902;0.358902
26112091;32;96;5107;5113;736444;0.736444
26112091;32;128;5107;5113;1257209;1.257209
26112091;34;32;5107;5113;127975;0.127975
26112091;34;64;5107;5113;395523;0.395523
26112091;34;96;5107;5113;813221;0.813221
26112091;36;32;5107;5113;137351;0.137351
26112091;36;64;5107;5113;439581;0.439581
26112091;36;96;5107;5113;909869;0.909869
26112091;38;32;5107;5113;149860;0.149860
26112091;38;64;5107;5113;491578;0.491578
26112091;38;96;5107;5113;1016451;1.016451
26112091;40;32;5107;5113;164564;0.164564
26112091;40;64;5107;5113;529307;0.529307
26112091;40;96;5107;5113;1111106;1.111106
26112091;42;32;5107;5113;173678;0.173678
26112091;42;64;5107;5113;587295;0.587295
26112091;42;96;5107;5113;1219756;1.219756
26112091;44;32;5107;5113;186820;0.186820
26112091;44;64;5107;5113;641312;0.641312
26112091;46;32;5107;5113;205233;0.205233
26112091;46;64;5107;5113;691364;0.691364
26112091;48;32;5107;5113;221153;0.221153
26112091;48;64;5107;5113;737090;0.737090
26112091;50;32;5107;5113;239451;0.239451
26112091;50;64;5107;5113;790858;0.790858
26112091;52;32;5107;5113;254714;0.254714
26112091;52;64;5107;5113;855075;0.855075
26112091;54;32;5107;5113;270581;0.270581
26112091;54;64;5107;5113;909994;0.909994
26112091;56;32;5107;5113;284981;0.284981
26112091;56;64;5107;5113;982847;0.982847
26112091;58;32;5107;5113;302642;0.302642
26112091;58;64;5107;5113;1042820;1.042820
26112091;60;32;5107;5113;319509;0.319509
26112091;60;64;5107;5113;1111223;1.111223
26112091;62;32;5107;5113;340035;0.340035
26112091;62;64;5107;5113;1182973;1.182973
26112091;64;32;5107;5113;358772;0.358772
26112091;64;64;5107;5113;1257249;1.257249
26112091;66;32;5107;5113;382990;0.382990
26112091;68;32;5107;5113;395457;0.395457
26112091;70;32;5107;5113;418617;0.418617
26112091;72;32;5107;5113;439565;0.439565
26112091;74;32;5107;5113;469287;0.469287
26112091;76;32;5107;5113;491593;0.491593
26112091;78;32;5107;5113;505935;0.505935
26112091;80;32;5107;5113;529228;0.529228
26112091;82;32;5107;5113;550324;0.550324
26112091;84;32;5107;5113;587262;0.587262
26112091;86;32;5107;5113;609162;0.609162
26112091;88;32;5107;5113;641356;0.641356
26112091;90;32;5107;5113;664372;0.664372
26112091;92;32;5107;5113;691404;0.691404
26112091;94;32;5107;5113;715467;0.715467
26112091;96;32;5107;5113;736602;0.736602
26112091;98;32;5107;5113;761518;0.761518
26112091;100;32;5107;5113;790905;0.790905
26112091;102;32;5107;5113;813239;0.813239
26112091;104;32;5107;5113;854993;0.854993
26112091;106;32;5107;5113;878318;0.878318
26112091;108;32;5107;5113;909834;0.909834
26112091;110;32;5107;5113;946132;0.946132
26112091;112;32;5107;5113;983607;0.983607
26112091;114;32;5107;5113;1009480;1.009480
26112091;116;32;5107;5113;1050879;1.050879
26112091;118;32;5107;5113;1080525;1.080525
26112091;120;32;5107;5113;1111188;1.111188
26112091;122;32;5107;5113;1155712;1.155712
26112091;124;32;5107;5113;1183066;1.183066
26112091;126;32;5107;5113;1219810;1.219810
26112091;128;32;5107;5113;1257097;1.257097
26173447;2;32;5113;5119;34676;0.034676
26173447;2;64;5113;5119;44547;0.044547
26173447;2;96;5113;5119;71652;0.071652
26173447;2;128;5113;5119;99517;0.099517
26173447;2;160;5113;5119;127651;0.127651
26173447;2;192;5113;5119;166144;0.166144
26173447;2;224;5113;5119;211545;0.211545
26173447;2;256;5113;5119;253806;0.253806
26173447;2;288;5113;5119;311921;0.311921
26173447;2;320;5113;5119;370287;0.370287
26173447;2;352;5113;5119;434876;0.434876
26173447;2;384;5113;5119;490727;0.490727
26173447;2;416;5113;5119;512414;0.512414
26173447;2;448;5113;5119;513685;0.513685
26173447;2;480;5113;5119;532844;0.532844
26173447;2;512;5113;5119;545574;0.545574
26173447;2;544;5113;5119;555870;0.555870
26173447;2;576;5113;5119;566603;0.566603
26173447;2;608;5113;5119;579508;0.579508
26173447;2;640;5113;5119;593077;0.593077
26173447;2;672;5113;5119;602499;0.602499
26173447;2;704;5113;5119;618972;0.618972
26173447;2;736;5113;5119;634536;0.634536
26173447;2;768;5113;5119;652388;0.652388
26173447;2;800;5113;5119;672886;0.672886
26173447;2;832;5113;5119;686610;0.686610
26173447;2;864;5113;5119;702738;0.702738
26173447;2;896;5113;5119;715354;0.715354
26173447;2;928;5113;5119;734735;0.734735
26173447;2;960;5113;5119;750391;0.750391
26173447;2;992;5113;5119;773597;0.773597
26173447;2;1024;5113;5119;794863;0.794863
26173447;4;32;5113;5119;51299;0.051299
26173447;4;64;5113;5119;98722;0.098722
26173447;4;96;5113;5119;169363;0.169363
26173447;4;128;5113;5119;253789;0.253789
26173447;4;160;5113;5119;370091;0.370091
26173447;4;192;5113;5119;490745;0.490745
26173447;4;224;5113;5119;520852;0.520852
26173447;4;256;5113;5119;545573;0.545573
26173447;4;288;5113;5119;566718;0.566718
26173447;4;320;5113;5119;593252;0.593252
26173447;4;352;5113;5119;619078;0.619078
26173447;4;384;5113;5119;652480;0.652480
26173447;4;416;5113;5119;686723;0.686723
26173447;4;448;5113;5119;715398;0.715398
26173447;4;480;5113;5119;750406;0.750406
26173447;4;512;5113;5119;795123;0.795123
26173447;4;544;5113;5119;832322;0.832322
26173447;4;576;5113;5119;878103;0.878103
26173447;4;608;5113;5119;921737;0.921737
26173447;4;640;5113;5119;962977;0.962977
26173447;4;672;5113;5119;1026815;1.026815
26173447;4;704;5113;5119;1075111;1.075111
26173447;4;736;5113;5119;1125653;1.125653
26173447;4;768;5113;5119;1174875;1.174875
26173447;4;800;5113;5119;1229638;1.229638
26173447;4;832;5113;5119;1295936;1.295936
26173447;4;864;5113;5119;1341625;1.341625
26173447;4;896;5113;5119;1414984;1.414984
26173447;4;928;5113;5119;1491330;1.491330
26173447;4;960;5113;5119;1552751;1.552751
26173447;4;992;5113;5119;1630115;1.630115
26173447;4;1024;5113;5119;1705124;1.705124
26173447;6;32;5113;5119;71165;0.071165
26173447;6;64;5113;5119;169575;0.169575
26173447;6;96;5113;5119;311670;0.311670
26173447;6;128;5113;5119;490791;0.490791
26173447;6;160;5113;5119;532356;0.532356
26173447;6;192;5113;5119;566609;0.566609
26173447;6;224;5113;5119;602429;0.602429
26173447;6;256;5113;5119;652483;0.652483
26173447;6;288;5113;5119;702969;0.702969
26173447;6;320;5113;5119;750629;0.750629
26173447;6;352;5113;5119;815250;0.815250
26173447;6;384;5113;5119;877716;0.877716
26173447;6;416;5113;5119;945031;0.945031
26173447;6;448;5113;5119;1027004;1.027004
26173447;6;480;5113;5119;1098559;1.098559
26173447;6;512;5113;5119;1175123;1.175123
26173447;6;544;5113;5119;1264007;1.264007
26173447;6;576;5113;5119;1346294;1.346294
26173447;6;608;5113;5119;1457550;1.457550
26173447;6;640;5113;5119;1553383;1.553383
26173447;6;672;5113;5119;1667064;1.667064
26173447;8;32;5113;5119;98742;0.098742
26173447;8;64;5113;5119;253739;0.253739
26173447;8;96;5113;5119;490747;0.490747
26173447;8;128;5113;5119;545553;0.545553
26173447;8;160;5113;5119;593018;0.593018
26173447;8;192;5113;5119;652144;0.652144
26173447;8;224;5113;5119;715522;0.715522
26173447;8;256;5113;5119;795339;0.795339
26173447;8;288;5113;5119;877433;0.877433
26173447;8;320;5113;5119;960862;0.960862
26173447;8;352;5113;5119;1068513;1.068513
26173447;8;384;5113;5119;1175721;1.175721
26173447;8;416;5113;5119;1288525;1.288525
26173447;8;448;5113;5119;1424268;1.424268
26173447;8;480;5113;5119;1553116;1.553116
26173447;8;512;5113;5119;1698255;1.698255
26173447;10;32;5113;5119;133006;0.133006
26173447;10;64;5113;5119;370293;0.370293
26173447;10;96;5113;5119;532149;0.532149
26173447;10;128;5113;5119;593085;0.593085
26173447;10;160;5113;5119;673262;0.673262
26173447;10;192;5113;5119;750527;0.750527
26173447;10;224;5113;5119;856364;0.856364
26173447;10;256;5113;5119;963235;0.963235
26173447;10;288;5113;5119;1099229;1.099229
26173447;10;320;5113;5119;1230937;1.230937
26173447;10;352;5113;5119;1390687;1.390687
26173447;10;384;5113;5119;1553200;1.553200
26173447;12;32;5113;5119;170089;0.170089
26173447;12;64;5113;5119;490790;0.490790
26173447;12;96;5113;5119;566763;0.566763
26173447;12;128;5113;5119;652623;0.652623
26173447;12;160;5113;5119;750962;0.750962
26173447;12;192;5113;5119;877575;0.877575
26173447;12;224;5113;5119;1027788;1.027788
26173447;12;256;5113;5119;1175726;1.175726
26173447;12;288;5113;5119;1346622;1.346622
26173447;12;320;5113;5119;1553989;1.553989
26173447;14;32;5113;5119;210879;0.210879
26173447;14;64;5113;5119;520724;0.520724
26173447;14;96;5113;5119;602578;0.602578
26173447;14;128;5113;5119;715606;0.715606
26173447;14;160;5113;5119;856440;0.856440
26173447;14;192;5113;5119;1028240;1.028240
26173447;14;224;5113;5119;1201578;1.201578
26173447;14;256;5113;5119;1426009;1.426009
26173447;14;288;5113;5119;1663350;1.663350
26173447;16;32;5113;5119;254344;0.254344
26173447;16;64;5113;5119;538876;0.538876
26173447;16;96;5113;5119;653157;0.653157
26173447;16;128;5113;5119;795286;0.795286
26173447;16;160;5113;5119;963570;0.963570
26173447;16;192;5113;5119;1168484;1.168484
26173447;16;224;5113;5119;1425037;1.425037
26173447;16;256;5113;5119;1705927;1.705927
26173447;18;32;5113;5119;312030;0.312030
26173447;18;64;5113;5119;566928;0.566928
26173447;18;96;5113;5119;703203;0.703203
26173447;18;128;5113;5119;877781;0.877781
26173447;18;160;5113;5119;1099594;1.099594
26173447;18;192;5113;5119;1346651;1.346651
26173447;18;224;5113;5119;1668002;1.668002
26173447;20;32;5113;5119;370331;0.370331
26173447;20;64;5113;5119;593223;0.593223
26173447;20;96;5113;5119;750634;0.750634
26173447;20;128;5113;5119;963333;0.963333
26173447;20;160;5113;5119;1230853;1.230853
26173447;20;192;5113;5119;1553619;1.553619
26173447;22;32;5113;5119;434797;0.434797
26173447;22;64;5113;5119;619202;0.619202
26173447;22;96;5113;5119;814523;0.814523
26173447;22;128;5113;5119;1076247;1.076247
26173447;22;160;5113;5119;1391630;1.391630
26173447;24;32;5113;5119;490728;0.490728
26173447;24;64;5113;5119;652546;0.652546
26173447;24;96;5113;5119;877674;0.877674
26173447;24;128;5113;5119;1175851;1.175851
26173447;24;160;5113;5119;1553969;1.553969
26173447;26;32;5113;5119;512008;0.512008
26173447;26;64;5113;5119;688353;0.688353
26173447;26;96;5113;5119;941500;0.941500
26173447;26;128;5113;5119;1287878;1.287878
26173447;28;32;5113;5119;521604;0.521604
26173447;28;64;5113;5119;708716;0.708716
26173447;28;96;5113;5119;1028721;1.028721
26173447;28;128;5113;5119;1424549;1.424549
26173447;30;32;5113;5119;525616;0.525616
26173447;30;64;5113;5119;751205;0.751205
26173447;30;96;5113;5119;1099527;1.099527
26173447;30;128;5113;5119;1553958;1.553958
26173447;32;32;5113;5119;545633;0.545633
26173447;32;64;5113;5119;795583;0.795583
26173447;32;96;5113;5119;1175789;1.175789
26173447;32;128;5113;5119;1706564;1.706564
26173447;34;32;5113;5119;555848;0.555848
26173447;34;64;5113;5119;832530;0.832530
26173447;34;96;5113;5119;1264805;1.264805
26173447;36;32;5113;5119;566626;0.566626
26173447;36;64;5113;5119;877651;0.877651
26173447;36;96;5113;5119;1347033;1.347033
26173447;38;32;5113;5119;579686;0.579686
26173447;38;64;5113;5119;921664;0.921664
26173447;38;96;5113;5119;1458239;1.458239
26173447;40;32;5113;5119;593038;0.593038
26173447;40;64;5113;5119;962788;0.962788
26173447;40;96;5113;5119;1553950;1.553950
26173447;42;32;5113;5119;603157;0.603157
26173447;42;64;5113;5119;1027557;1.027557
26173447;42;96;5113;5119;1668141;1.668141
26173447;44;32;5113;5119;612212;0.612212
26173447;44;64;5113;5119;1075858;1.075858
26173447;46;32;5113;5119;627585;0.627585
26173447;46;64;5113;5119;1126591;1.126591
26173447;48;32;5113;5119;653727;0.653727
26173447;48;64;5113;5119;1171002;1.171002
26173447;50;32;5113;5119;664785;0.664785
26173447;50;64;5113;5119;1230387;1.230387
26173447;52;32;5113;5119;686436;0.686436
26173447;52;64;5113;5119;1294931;1.294931
26173447;54;32;5113;5119;702651;0.702651
26173447;54;64;5113;5119;1346442;1.346442
26173447;56;32;5113;5119;715264;0.715264
26173447;56;64;5113;5119;1424104;1.424104
26173447;58;32;5113;5119;734487;0.734487
26173447;58;64;5113;5119;1491952;1.491952
26173447;60;32;5113;5119;750278;0.750278
26173447;60;64;5113;5119;1553408;1.553408
26173447;62;32;5113;5119;773328;0.773328
26173447;62;64;5113;5119;1630610;1.630610
26173447;64;32;5113;5119;794588;0.794588
26173447;64;64;5113;5119;1705323;1.705323
26173447;66;32;5113;5119;814391;0.814391
26173447;68;32;5113;5119;832091;0.832091
26173447;70;32;5113;5119;855506;0.855506
26173447;72;32;5113;5119;876828;0.876828
26173447;74;32;5113;5119;904513;0.904513
26173447;76;32;5113;5119;921170;0.921170
26173447;78;32;5113;5119;944349;0.944349
26173447;80;32;5113;5119;962302;0.962302
26173447;82;32;5113;5119;995692;0.995692
26173447;84;32;5113;5119;1026750;1.026750
26173447;86;32;5113;5119;1052421;1.052421
26173447;88;32;5113;5119;1075093;1.075093
26173447;90;32;5113;5119;1098464;1.098464
26173447;92;32;5113;5119;1125276;1.125276
26173447;94;32;5113;5119;1151284;1.151284
26173447;96;32;5113;5119;1170792;1.170792
26173447;98;32;5113;5119;1200046;1.200046
26173447;100;32;5113;5119;1229816;1.229816
26173447;102;32;5113;5119;1263733;1.263733
26173447;104;32;5113;5119;1294442;1.294442
26173447;106;32;5113;5119;1318577;1.318577
26173447;108;32;5113;5119;1345798;1.345798
26173447;110;32;5113;5119;1390431;1.390431
26173447;112;32;5113;5119;1423566;1.423566
26173447;114;32;5113;5119;1457089;1.457089
26173447;116;32;5113;5119;1491308;1.491308
26173447;118;32;5113;5119;1517497;1.517497
26173447;120;32;5113;5119;1552919;1.552919
26173447;122;32;5113;5119;1593111;1.593111
26173447;124;32;5113;5119;1629788;1.629788
26173447;126;32;5113;5119;1667127;1.667127
26173447;128;32;5113;5119;1704642;1.704642
26347493;2;32;5147;5119;36503;0.036503
26347493;2;64;5147;5119;45969;0.045969
26347493;2;96;5147;5119;78129;0.078129
26347493;2;128;5147;5119;104390;0.104390
26347493;2;160;5147;5119;139684;0.139684
26347493;2;192;5147;5119;181327;0.181327
26347493;2;224;5147;5119;219892;0.219892
26347493;2;256;5147;5119;263906;0.263906
26347493;2;288;5147;5119;323279;0.323279
26347493;2;320;5147;5119;376466;0.376466
26347493;2;352;5147;5119;434773;0.434773
26347493;2;384;5147;5119;498085;0.498085
26347493;2;416;5147;5119;514429;0.514429
26347493;2;448;5147;5119;524229;0.524229
26347493;2;480;5147;5119;535744;0.535744
26347493;2;512;5147;5119;547965;0.547965
26347493;2;544;5147;5119;557115;0.557115
26347493;2;576;5147;5119;571511;0.571511
26347493;2;608;5147;5119;584187;0.584187
26347493;2;640;5147;5119;595943;0.595943
26347493;2;672;5147;5119;600070;0.600070
26347493;2;704;5147;5119;618321;0.618321
26347493;2;736;5147;5119;640223;0.640223
26347493;2;768;5147;5119;651062;0.651062
26347493;2;800;5147;5119;673079;0.673079
26347493;2;832;5147;5119;688540;0.688540
26347493;2;864;5147;5119;704868;0.704868
26347493;2;896;5147;5119;721637;0.721637
26347493;2;928;5147;5119;739218;0.739218
26347493;2;960;5147;5119;757261;0.757261
26347493;2;992;5147;5119;775657;0.775657
26347493;2;1024;5147;5119;797337;0.797337
26347493;4;32;5147;5119;53000;0.053000
26347493;4;64;5147;5119;104342;0.104342
26347493;4;96;5147;5119;181358;0.181358
26347493;4;128;5147;5119;263939;0.263939
26347493;4;160;5147;5119;376451;0.376451
26347493;4;192;5147;5119;497970;0.497970
26347493;4;224;5147;5119;524102;0.524102
26347493;4;256;5147;5119;548024;0.548024
26347493;4;288;5147;5119;570957;0.570957
26347493;4;320;5147;5119;594635;0.594635
26347493;4;352;5147;5119;625926;0.625926
26347493;4;384;5147;5119;657982;0.657982
26347493;4;416;5147;5119;688681;0.688681
26347493;4;448;5147;5119;721789;0.721789
26347493;4;480;5147;5119;757405;0.757405
26347493;4;512;5147;5119;797396;0.797396
26347493;4;544;5147;5119;834831;0.834831
26347493;4;576;5147;5119;885480;0.885480
26347493;4;608;5147;5119;924536;0.924536
26347493;4;640;5147;5119;965778;0.965778
26347493;4;672;5147;5119;1030063;1.030063
26347493;4;704;5147;5119;1081710;1.081710
26347493;4;736;5147;5119;1132594;1.132594
26347493;4;768;5147;5119;1174729;1.174729
26347493;4;800;5147;5119;1233779;1.233779
26347493;4;832;5147;5119;1298188;1.298188
26347493;4;864;5147;5119;1358173;1.358173
26347493;4;896;5147;5119;1427682;1.427682
26347493;4;928;5147;5119;1495880;1.495880
26347493;4;960;5147;5119;1566123;1.566123
26347493;4;992;5147;5119;1636862;1.636862
26347493;4;1024;5147;5119;1705281;1.705281
26347493;6;32;5147;5119;78691;0.078691
26347493;6;64;5147;5119;181290;0.181290
26347493;6;96;5147;5119;323219;0.323219
26347493;6;128;5147;5119;498054;0.498054
