n;gridSize;blockSize;p;q;clocks;seconds
41989;2;32;211;199;6077;0.006077
41989;2;64;211;199;14898;0.014898
41989;2;96;211;199;30407;0.030407
41989;2;128;211;199;46292;0.046292
41989;2;160;211;199;77978;0.077978
41989;2;192;211;199;99913;0.099913
41989;2;224;211;199;124778;0.124778
41989;2;256;211;199;151987;0.151987
41989;2;288;211;199;178167;0.178167
41989;2;320;211;199;218671;0.218671
41989;2;352;211;199;260096;0.260096
41989;2;384;211;199;306045;0.306045
41989;2;416;211;199;345963;0.345963
41989;2;448;211;199;393700;0.393700
41989;2;480;211;199;439488;0.439488
41989;2;512;211;199;500895;0.500895
41989;2;544;211;199;572069;0.572069
41989;2;576;211;199;627116;0.627116
41989;2;608;211;199;685590;0.685590
41989;2;640;211;199;754782;0.754782
41989;2;672;211;199;826823;0.826823
41989;2;704;211;199;877745;0.877745
41989;2;736;211;199;966195;0.966195
41989;2;768;211;199;1048997;1.048997
41989;2;800;211;199;1145448;1.145448
41989;2;832;211;199;1256637;1.256637
41989;2;864;211;199;1321873;1.321873
41989;2;896;211;199;1420732;1.420732
41989;2;928;211;199;1477438;1.477438
41989;2;960;211;199;1587715;1.587715
41989;2;992;211;199;1671679;1.671679
41989;2;1024;211;199;1795974;1.795974
41989;4;32;211;199;20036;0.020036
41989;4;64;211;199;40354;0.040354
41989;4;96;211;199;91202;0.091202
41989;4;128;211;199;146799;0.146799
41989;4;160;211;199;218691;0.218691
41989;4;192;211;199;306022;0.306022
41989;4;224;211;199;394083;0.394083
41989;4;256;211;199;500378;0.500378
41989;4;288;211;199;627111;0.627111
41989;4;320;211;199;754682;0.754682
41989;4;352;211;199;878358;0.878358
41989;4;384;211;199;1049118;1.049118
41989;4;416;211;199;1255859;1.255859
41989;4;448;211;199;1416044;1.416044
41989;4;480;211;199;1587911;1.587911
41989;4;512;211;199;1795602;1.795602
41989;4;544;211;199;2016361;2.016361
41989;4;576;211;199;2237825;2.237825
41989;4;608;211;199;2500754;2.500754
41989;4;640;211;199;2716761;2.716761
41989;4;672;211;199;2990853;2.990853
41989;4;704;211;199;3299035;3.299035
41989;4;736;211;199;3536724;3.536724
41989;4;768;211;199;3820197;3.820197
41989;4;800;211;199;4090063;4.090063
41989;4;832;211;199;4431482;4.431482
41989;4;864;211;199;4723700;4.723700
41989;4;896;211;199;5113095;5.113095
41989;4;928;211;199;5470842;5.470842
41989;4;960;211;199;5799612;5.799612
41989;4;992;211;199;6197067;6.197067
41989;4;1024;211;199;6600453;6.600453
41989;6;32;211;199;33364;0.033364
41989;6;64;211;199;84232;0.084232
41989;6;96;211;199;177304;0.177304
41989;6;128;211;199;305942;0.305942
41989;6;160;211;199;439370;0.439370
41989;6;192;211;199;627211;0.627211
41989;6;224;211;199;826819;0.826819
41989;6;256;211;199;1049201;1.049201
41989;6;288;211;199;1329362;1.329362
41989;6;320;211;199;1587778;1.587778
41989;6;352;211;199;1911673;1.911673
41989;6;384;211;199;2238319;2.238319
41989;6;416;211;199;2591629;2.591629
41989;6;448;211;199;2990841;2.990841
41989;6;480;211;199;3418583;3.418583
41989;6;512;211;199;3824447;3.824447
41989;6;544;211;199;4243263;4.243263
41989;6;576;211;199;4723971;4.723971
41989;6;608;211;199;5290877;5.290877
41989;6;640;211;199;5796519;5.796519
41989;6;672;211;199;6399513;6.399513
41989;8;32;211;199;48037;0.048037
41989;8;64;211;199;146734;0.146734
41989;8;96;211;199;306008;0.306008
41989;8;128;211;199;500491;0.500491
41989;8;160;211;199;754703;0.754703
41989;8;192;211;199;1049162;1.049162
41989;8;224;211;199;1415975;1.415975
41989;8;256;211;199;1799663;1.799663
41989;8;288;211;199;2232687;2.232687
41989;8;320;211;199;2715943;2.715943
41989;8;352;211;199;3295655;3.295655
41989;8;384;211;199;3820448;3.820448
41989;8;416;211;199;4432257;4.432257
41989;8;448;211;199;5112675;5.112675
41989;8;480;211;199;5796691;5.796691
41989;8;512;211;199;6600114;6.600114
41989;10;32;211;199;70912;0.070912
41989;10;64;211;199;213232;0.213232
41989;10;96;211;199;439901;0.439901
41989;10;128;211;199;754625;0.754625
41989;10;160;211;199;1145750;1.145750
41989;10;192;211;199;1587944;1.587944
41989;10;224;211;199;2111864;2.111864
41989;10;256;211;199;2715385;2.715385
41989;10;288;211;199;3418268;3.418268
41989;10;320;211;199;4090215;4.090215
41989;10;352;211;199;4873485;4.873485
41989;10;384;211;199;5796399;5.796399
41989;12;32;211;199;91921;0.091921
41989;12;64;211;199;305963;0.305963
41989;12;96;211;199;627063;0.627063
41989;12;128;211;199;1049141;1.049141
41989;12;160;211;199;1587712;1.587712
41989;12;192;211;199;2242111;2.242111
41989;12;224;211;199;2985967;2.985967
41989;12;256;211;199;3820672;3.820672
41989;12;288;211;199;4723800;4.723800
41989;12;320;211;199;5796712;5.796712
41989;14;32;211;199;117954;0.117954
41989;14;64;211;199;393724;0.393724
41989;14;96;211;199;826946;0.826946
41989;14;128;211;199;1416174;1.416174
41989;14;160;211;199;2112372;2.112372
41989;14;192;211;199;2991482;2.991482
41989;14;224;211;199;3953769;3.953769
41989;14;256;211;199;5113526;5.113526
41989;14;288;211;199;6401930;6.401930
41989;16;32;211;199;142447;0.142447
41989;16;64;211;199;500969;0.500969
41989;16;96;211;199;1049124;1.049124
41989;16;128;211;199;1795823;1.795823
41989;16;160;211;199;2715863;2.715863
41989;16;192;211;199;3820230;3.820230
41989;16;224;211;199;5113100;5.113100
41989;16;256;211;199;6600588;6.600588
41989;18;32;211;199;177395;0.177395
41989;18;64;211;199;627075;0.627075
41989;18;96;211;199;1329508;1.329508
41989;18;128;211;199;2238665;2.238665
41989;18;160;211;199;3418510;3.418510
41989;18;192;211;199;4723575;4.723575
41989;18;224;211;199;6404397;6.404397
41989;20;32;211;199;212783;0.212783
41989;20;64;211;199;755287;0.755287
41989;20;96;211;199;1587669;1.587669
41989;20;128;211;199;2716054;2.716054
41989;20;160;211;199;4090483;4.090483
41989;20;192;211;199;5795998;5.795998
41989;22;32;211;199;260285;0.260285
41989;22;64;211;199;877689;0.877689
41989;22;96;211;199;1911185;1.911185
41989;22;128;211;199;3296222;3.296222
41989;22;160;211;199;4874514;4.874514
41989;24;32;211;199;305985;0.305985
41989;24;64;211;199;1049094;1.049094
41989;24;96;211;199;2238331;2.238331
41989;24;128;211;199;3820504;3.820504
41989;24;160;211;199;5798869;5.798869
41989;26;32;211;199;341852;0.341852
41989;26;64;211;199;1247921;1.247921
41989;26;96;211;199;2591619;2.591619
41989;26;128;211;199;4432837;4.432837
41989;28;32;211;199;393815;0.393815
41989;28;64;211;199;1416252;1.416252
41989;28;96;211;199;2991871;2.991871
41989;28;128;211;199;5114482;5.114482
41989;30;32;211;199;439506;0.439506
41989;30;64;211;199;1588092;1.588092
41989;30;96;211;199;3418615;3.418615
41989;30;128;211;199;5797335;5.797335
41989;32;32;211;199;500555;0.500555
41989;32;64;211;199;1795696;1.795696
41989;32;96;211;199;3824152;3.824152
41989;32;128;211;199;6594611;6.594611
41989;34;32;211;199;572664;0.572664
41989;34;64;211;199;2016446;2.016446
41989;34;96;211;199;4249550;4.249550
41989;36;32;211;199;627087;0.627087
41989;36;64;211;199;2238002;2.238002
41989;36;96;211;199;4724202;4.724202
41989;38;32;211;199;685520;0.685520
41989;38;64;211;199;2500711;2.500711
41989;38;96;211;199;5291647;5.291647
41989;40;32;211;199;754726;0.754726
41989;40;64;211;199;2719228;2.719228
41989;40;96;211;199;5791663;5.791663
41989;42;32;211;199;827430;0.827430
41989;42;64;211;199;2991947;2.991947
41989;42;96;211;199;6400806;6.400806
41989;44;32;211;199;877618;0.877618
41989;44;64;211;199;3295615;3.295615
41989;46;32;211;199;966189;0.966189
41989;46;64;211;199;3543178;3.543178
41989;48;32;211;199;1048636;1.048636
41989;48;64;211;199;3819986;3.819986
41989;50;32;211;199;1145820;1.145820
41989;50;64;211;199;4092721;4.092721
41989;52;32;211;199;1251081;1.251081
41989;52;64;211;199;4431673;4.431673
41989;54;32;211;199;1329254;1.329254
41989;54;64;211;199;4723506;4.723506
41989;56;32;211;199;1415944;1.415944
41989;56;64;211;199;5112925;5.112925
41989;58;32;211;199;1483397;1.483397
41989;58;64;211;199;5472039;5.472039
41989;60;32;211;199;1587488;1.587488
41989;60;64;211;199;5795967;5.795967
41989;62;32;211;199;1675965;1.675965
41989;62;64;211;199;6197845;6.197845
41989;64;32;211;199;1795330;1.795330
41989;64;64;211;199;6599933;6.599933
41989;66;32;211;199;1910249;1.910249
41989;68;32;211;199;2015954;2.015954
41989;70;32;211;199;2111519;2.111519
41989;72;32;211;199;2237987;2.237987
41989;74;32;211;199;2352403;2.352403
41989;76;32;211;199;2499850;2.499850
41989;78;32;211;199;2590173;2.590173
41989;80;32;211;199;2718654;2.718654
41989;82;32;211;199;2805461;2.805461
41989;84;32;211;199;2990799;2.990799
41989;86;32;211;199;3158093;3.158093
41989;88;32;211;199;3295091;3.295091
41989;90;32;211;199;3417549;3.417549
41989;92;32;211;199;3542732;3.542732
41989;94;32;211;199;3688831;3.688831
41989;96;32;211;199;3820538;3.820538
41989;98;32;211;199;3953030;3.953030
41989;100;32;211;199;4093251;4.093251
41989;102;32;211;199;4242749;4.242749
41989;104;32;211;199;4430758;4.430758
41989;106;32;211;199;4596484;4.596484
41989;108;32;211;199;4723376;4.723376
41989;110;32;211;199;4872613;4.872613
41989;112;32;211;199;5112610;5.112610
41989;114;32;211;199;5289929;5.289929
41989;116;32;211;199;5475017;5.475017
41989;118;32;211;199;5648852;5.648852
41989;120;32;211;199;5796394;5.796394
41989;122;32;211;199;5979504;5.979504
41989;124;32;211;199;6202884;6.202884
41989;126;32;211;199;1003948;1.003948
41989;128;32;211;199;1994388;1.994388
47053;2;32;211;223;5983;0.005983
47053;2;64;211;223;5438;0.005438
47053;2;96;211;223;9315;0.009315
47053;2;128;211;223;14389;0.014389
47053;2;160;211;223;14342;0.014342
47053;2;192;211;223;29051;0.029051
47053;2;224;211;223;30126;0.030126
47053;2;256;211;223;31682;0.031682
47053;2;288;211;223;34859;0.034859
47053;2;320;211;223;42722;0.042722
47053;2;352;211;223;50358;0.050358
47053;2;384;211;223;58876;0.058876
47053;2;416;211;223;66290;0.066290
47053;2;448;211;223;75214;0.075214
47053;2;480;211;223;83706;0.083706
47053;2;512;211;223;95072;0.095072
47053;2;544;211;223;108406;0.108406
47053;2;576;211;223;118661;0.118661
47053;2;608;211;223;129573;0.129573
47053;2;640;211;223;142452;0.142452
47053;2;672;211;223;155897;0.155897
47053;2;704;211;223;165289;0.165289
47053;2;736;211;223;181806;0.181806
47053;2;768;211;223;197211;0.197211
47053;2;800;211;223;215094;0.215094
47053;2;832;211;223;235696;0.235696
47053;2;864;211;223;249373;0.249373
47053;2;896;211;223;265505;0.265505
47053;2;928;211;223;278071;0.278071
47053;2;960;211;223;297449;0.297449
47053;2;992;211;223;313084;0.313084
47053;2;1024;211;223;336122;0.336122
47053;4;32;211;223;5406;0.005406
47053;4;64;211;223;10508;0.010508
47053;4;96;211;223;18719;0.018719
47053;4;128;211;223;29126;0.029126
47053;4;160;211;223;42612;0.042612
47053;4;192;211;223;58836;0.058836
47053;4;224;211;223;75223;0.075223
47053;4;256;211;223;95084;0.095084
47053;4;288;211;223;118686;0.118686
47053;4;320;211;223;142439;0.142439
47053;4;352;211;223;165345;0.165345
47053;4;384;211;223;197241;0.197241
47053;4;416;211;223;235681;0.235681
47053;4;448;211;223;265536;0.265536
47053;4;480;211;223;297427;0.297427
47053;4;512;211;223;336097;0.336097
47053;4;544;211;223;377169;0.377169
47053;4;576;211;223;418377;0.418377
47053;4;608;211;223;467192;0.467192
47053;4;640;211;223;507209;0.507209
47053;4;672;211;223;558520;0.558520
47053;4;704;211;223;615200;0.615200
47053;4;736;211;223;661191;0.661191
47053;4;768;211;223;712688;0.712688
47053;4;800;211;223;762929;0.762929
47053;4;832;211;223;826503;0.826503
47053;4;864;211;223;880761;0.880761
47053;4;896;211;223;953218;0.953218
47053;4;928;211;223;1019934;1.019934
47053;4;960;211;223;1080281;1.080281
47053;4;992;211;223;1156008;1.156008
47053;4;1024;211;223;1229833;1.229833
47053;6;32;211;223;7929;0.007929
47053;6;64;211;223;18705;0.018705
47053;6;96;211;223;34795;0.034795
47053;6;128;211;223;58861;0.058861
47053;6;160;211;223;83690;0.083690
47053;6;192;211;223;118690;0.118690
47053;6;224;211;223;155851;0.155851
47053;6;256;211;223;197153;0.197153
47053;6;288;211;223;249375;0.249375
47053;6;320;211;223;297432;0.297432
47053;6;352;211;223;357569;0.357569
47053;6;384;211;223;417945;0.417945
47053;6;416;211;223;496781;0.496781
47053;6;448;211;223;558598;0.558598
47053;6;480;211;223;645938;0.645938
47053;6;512;211;223;719724;0.719724
47053;6;544;211;223;799419;0.799419
47053;6;576;211;223;887844;0.887844
47053;6;608;211;223;993773;0.993773
47053;6;640;211;223;1087337;1.087337
47053;6;672;211;223;1196169;1.196169
47053;8;32;211;223;18411;0.018411
47053;8;64;211;223;29080;0.029080
47053;8;96;211;223;67224;0.067224
47053;8;128;211;223;103583;0.103583
47053;8;160;211;223;142796;0.142796
47053;8;192;211;223;205915;0.205915
47053;8;224;211;223;274025;0.274025
47053;8;256;211;223;344501;0.344501
47053;8;288;211;223;426363;0.426363
47053;8;320;211;223;516269;0.516269
47053;8;352;211;223;622219;0.622219
47053;8;384;211;223;720309;0.720309
47053;8;416;211;223;826768;0.826768
47053;8;448;211;223;960718;0.960718
47053;8;480;211;223;1087459;1.087459
47053;8;512;211;223;1236803;1.236803
47053;10;32;211;223;21266;0.021266
47053;10;64;211;223;49797;0.049797
47053;10;96;211;223;90618;0.090618
47053;10;128;211;223;149377;0.149377
47053;10;160;211;223;222103;0.222103
47053;10;192;211;223;304401;0.304401
47053;10;224;211;223;402040;0.402040
47053;10;256;211;223;514160;0.514160
47053;10;288;211;223;644913;0.644913
47053;10;320;211;223;769902;0.769902
47053;10;352;211;223;915599;0.915599
47053;10;384;211;223;1087270;1.087270
47053;12;32;211;223;25733;0.025733
47053;12;64;211;223;58796;0.058796
47053;12;96;211;223;125591;0.125591
47053;12;128;211;223;204167;0.204167
47053;12;160;211;223;304452;0.304452
47053;12;192;211;223;425388;0.425388
47053;12;224;211;223;565955;0.565955
47053;12;256;211;223;719684;0.719684
47053;12;288;211;223;887720;0.887720
47053;12;320;211;223;1087354;1.087354
47053;14;32;211;223;30591;0.030591
47053;14;64;211;223;75113;0.075113
47053;14;96;211;223;162824;0.162824
47053;14;128;211;223;272472;0.272472
47053;14;160;211;223;401887;0.401887
47053;14;192;211;223;565495;0.565495
47053;14;224;211;223;744480;0.744480
47053;14;256;211;223;960228;0.960228
47053;14;288;211;223;1199593;1.199593
47053;16;32;211;223;36157;0.036157
47053;16;64;211;223;95065;0.095065
47053;16;96;211;223;204141;0.204141
47053;16;128;211;223;343096;0.343096
47053;16;160;211;223;514174;0.514174
47053;16;192;211;223;719430;0.719430
47053;16;224;211;223;960174;0.960174
47053;16;256;211;223;1236975;1.236975
47053;18;32;211;223;41904;0.041904
47053;18;64;211;223;125977;0.125977
47053;18;96;211;223;256313;0.256313
47053;18;128;211;223;425312;0.425312
47053;18;160;211;223;644935;0.644935
47053;18;192;211;223;888274;0.888274
47053;18;224;211;223;1199599;1.199599
47053;20;32;211;223;49580;0.049580
47053;20;64;211;223;142363;0.142363
47053;20;96;211;223;304497;0.304497
47053;20;128;211;223;514237;0.514237
47053;20;160;211;223;769828;0.769828
47053;20;192;211;223;1087237;1.087237
47053;22;32;211;223;57300;0.057300
47053;22;64;211;223;172119;0.172119
47053;22;96;211;223;364510;0.364510
47053;22;128;211;223;622117;0.622117
47053;22;160;211;223;915668;0.915668
47053;24;32;211;223;65754;0.065754
47053;24;64;211;223;204118;0.204118
47053;24;96;211;223;425423;0.425423
47053;24;128;211;223;719656;0.719656
47053;24;160;211;223;1087718;1.087718
47053;26;32;211;223;73406;0.073406
47053;26;64;211;223;242677;0.242677
47053;26;96;211;223;491033;0.491033
47053;26;128;211;223;833541;0.833541
47053;28;32;211;223;82196;0.082196
47053;28;64;211;223;272456;0.272456
47053;28;96;211;223;565564;0.565564
47053;28;128;211;223;960202;0.960202
47053;30;32;211;223;90681;0.090681
47053;30;64;211;223;304336;0.304336
47053;30;96;211;223;644922;0.644922
47053;30;128;211;223;1087217;1.087217
47053;32;32;211;223;102024;0.102024
47053;32;64;211;223;343104;0.343104
47053;32;96;211;223;719639;0.719639
47053;32;128;211;223;1236887;1.236887
47053;34;32;211;223;115375;0.115375
47053;34;64;211;223;384200;0.384200
47053;34;96;211;223;799470;0.799470
47053;36;32;211;223;126084;0.126084
47053;36;64;211;223;425412;0.425412
47053;36;96;211;223;887737;0.887737
47053;38;32;211;223;136546;0.136546
47053;38;64;211;223;474113;0.474113
47053;38;96;211;223;993315;0.993315
47053;40;32;211;223;149390;0.149390
47053;40;64;211;223;514164;0.514164
47053;40;96;211;223;1087299;1.087299
47053;42;32;211;223;162947;0.162947
47053;42;64;211;223;565518;0.565518
47053;42;96;211;223;1199608;1.199608
47053;44;32;211;223;172255;0.172255
47053;44;64;211;223;622107;0.622107
47053;46;32;211;223;188724;0.188724
47053;46;64;211;223;668208;0.668208
47053;48;32;211;223;204181;0.204181
47053;48;64;211;223;719685;0.719685
47053;50;32;211;223;222169;0.222169
47053;50;64;211;223;769594;0.769594
47053;52;32;211;223;243174;0.243174
47053;52;64;211;223;833449;0.833449
47053;54;32;211;223;256388;0.256388
47053;54;64;211;223;887727;0.887727
47053;56;32;211;223;272455;0.272455
47053;56;64;211;223;960180;0.960180
47053;58;32;211;223;285041;0.285041
47053;58;64;211;223;1026900;1.026900
47053;60;32;211;223;304439;0.304439
47053;60;64;211;223;1087252;1.087252
47053;62;32;211;223;320546;0.320546
47053;62;64;211;223;1162978;1.162978
47053;64;32;211;223;343117;0.343117
47053;64;64;211;223;1237040;1.237040
47053;66;32;211;223;364515;0.364515
47053;68;32;211;223;384112;0.384112
47053;70;32;211;223;401874;0.401874
47053;72;32;211;223;425370;0.425370
47053;74;32;211;223;446814;0.446814
47053;76;32;211;223;474106;0.474106
47053;78;32;211;223;491466;0.491466
47053;80;32;211;223;514183;0.514183
47053;82;32;211;223;531963;0.531963
47053;84;32;211;223;565516;0.565516
47053;86;32;211;223;596603;0.596603
47053;88;32;211;223;622072;0.622072
47053;90;32;211;223;645046;0.645046
47053;92;32;211;223;668135;0.668135
47053;94;32;211;223;695447;0.695447
47053;96;32;211;223;719666;0.719666
47053;98;32;211;223;744463;0.744463
47053;100;32;211;223;769858;0.769858
47053;102;32;211;223;799411;0.799411
47053;104;32;211;223;833412;0.833412
47053;106;32;211;223;864127;0.864127
47053;108;32;211;223;887727;0.887727
47053;110;32;211;223;915671;0.915671
47053;112;32;211;223;960188;0.960188
47053;114;32;211;223;993394;0.993394
47053;116;32;211;223;1026908;1.026908
47053;118;32;211;223;1061585;1.061585
47053;120;32;211;223;1087261;1.087261
47053;122;32;211;223;1122603;1.122603
47053;124;32;211;223;1163030;1.163030
47053;126;32;211;223;1200208;1.200208
47053;128;32;211;223;1236819;1.236819
50621;2;32;223;227;20809;0.020809
50621;2;64;223;227;26991;0.026991
50621;2;96;223;227;22266;0.022266
50621;2;128;223;227;32666;0.032666
50621;2;160;223;227;36370;0.036370
50621;2;192;223;227;33911;0.033911
50621;2;224;223;227;46523;0.046523
50621;2;256;223;227;51682;0.051682
50621;2;288;223;227;58783;0.058783
50621;2;320;223;227;59530;0.059530
50621;2;352;223;227;73928;0.073928
50621;2;384;223;227;80866;0.080866
50621;2;416;223;227;91345;0.091345
50621;2;448;223;227;99539;0.099539
50621;2;480;223;227;109431;0.109431
50621;2;512;223;227;121247;0.121247
50621;2;544;223;227;134886;0.134886
50621;2;576;223;227;144636;0.144636
50621;2;608;223;227;156780;0.156780
50621;2;640;223;227;171507;0.171507
50621;2;672;223;227;180697;0.180697
50621;2;704;223;227;193675;0.193675
50621;2;736;223;227;212168;0.212168
50621;2;768;223;227;228117;0.228117
50621;2;800;223;227;246390;0.246390
50621;2;832;223;227;261771;0.261771
50621;2;864;223;227;277530;0.277530
50621;2;896;223;227;291912;0.291912
50621;2;928;223;227;311089;0.311089
50621;2;960;223;227;326542;0.326542
50621;2;992;223;227;346975;0.346975
50621;2;1024;223;227;365815;0.365815
50621;4;32;223;227;26644;0.026644
50621;4;64;223;227;32604;0.032604
50621;4;96;223;227;33818;0.033818
50621;4;128;223;227;51899;0.051899
50621;4;160;223;227;66517;0.066517
50621;4;192;223;227;80907;0.080907
50621;4;224;223;227;100019;0.100019
50621;4;256;223;227;121194;0.121194
50621;4;288;223;227;144252;0.144252
50621;4;320;223;227;171504;0.171504
50621;4;352;223;227;193699;0.193699
50621;4;384;223;227;228031;0.228031
50621;4;416;223;227;261702;0.261702
50621;4;448;223;227;291890;0.291890
50621;4;480;223;227;326531;0.326531
50621;4;512;223;227;365719;0.365719
50621;4;544;223;227;402408;0.402408
50621;4;576;223;227;446599;0.446599
50621;4;608;223;227;498661;0.498661
50621;4;640;223;227;536385;0.536385
50621;4;672;223;227;594172;0.594172
50621;4;704;223;227;648435;0.648435
50621;4;736;223;227;698258;0.698258
50621;4;768;223;227;743398;0.743398
50621;4;800;223;227;797875;0.797875
50621;4;832;223;227;861988;0.861988
50621;4;864;223;227;917254;0.917254
50621;4;896;223;227;989853;0.989853
50621;4;928;223;227;1057134;1.057134
50621;4;960;223;227;1118019;1.118019
50621;4;992;223;227;1189986;1.189986
50621;4;1024;223;227;1264095;1.264095
50621;6;32;223;227;29084;0.029084
50621;6;64;223;227;33810;0.033810
50621;6;96;223;227;58365;0.058365
50621;6;128;223;227;80832;0.080832
50621;6;160;223;227;109461;0.109461
50621;6;192;223;227;144165;0.144165
50621;6;224;223;227;180706;0.180706
50621;6;256;223;227;228074;0.228074
50621;6;288;223;227;277577;0.277577
50621;6;320;223;227;326491;0.326491
50621;6;352;223;227;390024;0.390024
50621;6;384;223;227;446555;0.446555
50621;6;416;223;227;512893;0.512893
50621;6;448;223;227;593822;0.593822
50621;6;480;223;227;671322;0.671322
50621;6;512;223;227;744024;0.744024
50621;6;544;223;227;820235;0.820235
50621;6;576;223;227;916799;0.916799
50621;6;608;223;227;1023285;1.023285
50621;6;640;223;227;1118120;1.118120
50621;6;672;223;227;1226686;1.226686
50621;8;32;223;227;32623;0.032623
50621;8;64;223;227;45005;0.045005
50621;8;96;223;227;80607;0.080607
50621;8;128;223;227;121208;0.121208
50621;8;160;223;227;171477;0.171477
50621;8;192;223;227;228029;0.228029
50621;8;224;223;227;292033;0.292033
50621;8;256;223;227;365785;0.365785
50621;8;288;223;227;446573;0.446573
50621;8;320;223;227;536308;0.536308
50621;8;352;223;227;648382;0.648382
50621;8;384;223;227;743543;0.743543
50621;8;416;223;227;862075;0.862075
50621;8;448;223;227;989976;0.989976
50621;8;480;223;227;1118073;1.118073
50621;8;512;223;227;1264623;1.264623
50621;10;32;223;227;36589;0.036589
50621;10;64;223;227;59540;0.059540
50621;10;96;223;227;109477;0.109477
50621;10;128;223;227;171532;0.171532
50621;10;160;223;227;246372;0.246372
50621;10;192;223;227;326584;0.326584
50621;10;224;223;227;425499;0.425499
50621;10;256;223;227;536350;0.536350
50621;10;288;223;227;671438;0.671438
50621;10;320;223;227;797875;0.797875
50621;10;352;223;227;953126;0.953126
50621;10;384;223;227;1118117;1.118117
50621;12;32;223;227;40865;0.040865
50621;12;64;223;227;80756;0.080756
50621;12;96;223;227;144168;0.144168
50621;12;128;223;227;228117;0.228117
50621;12;160;223;227;326493;0.326493
50621;12;192;223;227;446502;0.446502
50621;12;224;223;227;594471;0.594471
50621;12;256;223;227;743502;0.743502
50621;12;288;223;227;917346;0.917346
50621;12;320;223;227;1118097;1.118097
50621;14;32;223;227;46479;0.046479
50621;14;64;223;227;99467;0.099467
50621;14;96;223;227;180777;0.180777
50621;14;128;223;227;291896;0.291896
50621;14;160;223;227;425530;0.425530
50621;14;192;223;227;594207;0.594207
50621;14;224;223;227;768697;0.768697
50621;14;256;223;227;990038;0.990038
50621;14;288;223;227;1226671;1.226671
50621;16;32;223;227;51990;0.051990
50621;16;64;223;227;114165;0.114165
50621;16;96;223;227;228169;0.228169
50621;16;128;223;227;365785;0.365785
50621;16;160;223;227;536273;0.536273
50621;16;192;223;227;743547;0.743547
50621;16;224;223;227;989905;0.989905
50621;16;256;223;227;1264176;1.264176
50621;18;32;223;227;59024;0.059024
50621;18;64;223;227;144149;0.144149
50621;18;96;223;227;277994;0.277994
50621;18;128;223;227;446531;0.446531
50621;18;160;223;227;671446;0.671446
50621;18;192;223;227;916885;0.916885
50621;18;224;223;227;1226868;1.226868
50621;20;32;223;227;66570;0.066570
50621;20;64;223;227;171418;0.171418
50621;20;96;223;227;326504;0.326504
50621;20;128;223;227;536399;0.536399
50621;20;160;223;227;797968;0.797968
50621;20;192;223;227;1118015;1.118015
50621;22;32;223;227;73812;0.073812
50621;22;64;223;227;193687;0.193687
50621;22;96;223;227;389934;0.389934
50621;22;128;223;227;648332;0.648332
50621;22;160;223;227;953127;0.953127
50621;24;32;223;227;80899;0.080899
50621;24;64;223;227;228070;0.228070
50621;24;96;223;227;446629;0.446629
50621;24;128;223;227;743529;0.743529
50621;24;160;223;227;1118595;1.118595
50621;26;32;223;227;91343;0.091343
50621;26;64;223;227;261694;0.261694
50621;26;96;223;227;512858;0.512858
50621;26;128;223;227;862089;0.862089
50621;28;32;223;227;99558;0.099558
50621;28;64;223;227;291935;0.291935
50621;28;96;223;227;594216;0.594216
50621;28;128;223;227;989974;0.989974
50621;30;32;223;227;109492;0.109492
50621;30;64;223;227;326526;0.326526
50621;30;96;223;227;671482;0.671482
50621;30;128;223;227;1118138;1.118138
50621;32;32;223;227;121177;0.121177
50621;32;64;223;227;365780;0.365780
50621;32;96;223;227;743446;0.743446
50621;32;128;223;227;1264190;1.264190
50621;34;32;223;227;134900;0.134900
50621;34;64;223;227;402502;0.402502
50621;34;96;223;227;820235;0.820235
50621;36;32;223;227;144692;0.144692
50621;36;64;223;227;446604;0.446604
50621;36;96;223;227;916771;0.916771
50621;38;32;223;227;156859;0.156859
50621;38;64;223;227;498589;0.498589
50621;38;96;223;227;1023316;1.023316
50621;40;32;223;227;171509;0.171509
50621;40;64;223;227;536249;0.536249
50621;40;96;223;227;1117796;1.117796
50621;42;32;223;227;180749;0.180749
50621;42;64;223;227;594293;0.594293
50621;42;96;223;227;1226752;1.226752
50621;44;32;223;227;193656;0.193656
50621;44;64;223;227;648411;0.648411
50621;46;32;223;227;212156;0.212156
50621;46;64;223;227;698363;0.698363
50621;48;32;223;227;228175;0.228175
50621;48;64;223;227;743474;0.743474
50621;50;32;223;227;246505;0.246505
50621;50;64;223;227;797885;0.797885
50621;52;32;223;227;262153;0.262153
50621;52;64;223;227;861990;0.861990
50621;54;32;223;227;277492;0.277492
50621;54;64;223;227;916821;0.916821
50621;56;32;223;227;291892;0.291892
50621;56;64;223;227;989922;0.989922
50621;58;32;223;227;311681;0.311681
50621;58;64;223;227;1057078;1.057078
50621;60;32;223;227;326583;0.326583
50621;60;64;223;227;1118046;1.118046
50621;62;32;223;227;346970;0.346970
50621;62;64;223;227;1189899;1.189899
50621;64;32;223;227;365758;0.365758
50621;64;64;223;227;1264121;1.264121
50621;66;32;223;227;389873;0.389873
50621;68;32;223;227;402374;0.402374
50621;70;32;223;227;425448;0.425448
50621;72;32;223;227;446492;0.446492
50621;74;32;223;227;476331;0.476331
50621;76;32;223;227;498686;0.498686
50621;78;32;223;227;513273;0.513273
50621;80;32;223;227;536256;0.536256
50621;82;32;223;227;557276;0.557276
50621;84;32;223;227;594133;0.594133
50621;86;32;223;227;616168;0.616168
