gridSize;blockSize;p;q;clocks;seconds
8;128;1;629608439;909;0.000909
8;160;1;629608439;907;0.000907
8;192;1;629608439;910;0.000910
8;224;1;629608439;915;0.000915
8;256;1;629608439;935;0.000935
8;288;1;629608439;942;0.000942
8;320;1;629608439;931;0.000931
8;352;1;629608439;907;0.000907
8;384;1;629608439;906;0.000906
8;416;1;629608439;911;0.000911
8;448;1;629608439;946;0.000946
8;480;1;629608439;918;0.000918
8;512;1;629608439;906;0.000906
8;544;1;629608439;908;0.000908
8;576;1;629608439;908;0.000908
8;608;1;629608439;930;0.000930
8;640;1;629608439;979;0.000979
8;672;1;629608439;970;0.000970
8;704;1;629608439;966;0.000966
8;736;1;629608439;973;0.000973
8;768;1;629608439;963;0.000963
8;800;1;629608439;956;0.000956
8;832;1;629608439;911;0.000911
8;864;1;629608439;944;0.000944
8;896;1;629608439;986;0.000986
8;928;1;629608439;981;0.000981
8;960;1;629608439;978;0.000978
8;992;1;629608439;984;0.000984
8;1024;1;629608439;979;0.000979
16;32;1;629608439;981;0.000981
16;64;1;629608439;981;0.000981
16;96;1;629608439;987;0.000987
16;128;1;629608439;977;0.000977
16;160;1;629608439;989;0.000989
16;192;1;629608439;975;0.000975
16;224;1;629608439;973;0.000973
16;256;1;629608439;977;0.000977
16;288;1;629608439;1000;0.001000
16;320;1;629608439;976;0.000976
16;352;1;629608439;1102;0.001102
16;384;1;629608439;904;0.000904
16;416;1;629608439;973;0.000973
16;448;1;629608439;966;0.000966
16;480;1;629608439;1351;0.001351
16;512;1;629608439;1769;0.001769
16;544;1;629608439;1804;0.001804
16;576;1;629608439;1592;0.001592
16;608;1;629608439;1666;0.001666
16;640;1;629608439;1736;0.001736
32;32;1;629608439;1572;0.001572
32;64;1;629608439;1711;0.001711
32;96;1;629608439;1810;0.001810
32;128;1;629608439;1799;0.001799
32;160;1;629608439;1779;0.001779
32;192;1;629608439;1819;0.001819
32;224;1;629608439;1818;0.001818
32;256;1;629608439;1734;0.001734
32;288;1;629608439;1739;0.001739
32;320;1;629608439;1801;0.001801
64;32;1;629608439;1799;0.001799
64;64;1;629608439;1419;0.001419
64;96;1;629608439;978;0.000978
64;128;1;629608439;974;0.000974
64;160;1;629608439;973;0.000973
128;32;1;629608439;948;0.000948
128;64;1;629608439;912;0.000912
256;32;1;629608439;1562;0.001562
