gridSize;blockSize;p;q;clocks;seconds
12;224;20921;20903;2206341;2,206341
12;256;20921;20903;2398113;2,398113
12;288;20921;20903;2591959;2,591959
12;320;20921;20903;2811711;2,811711
14;32;20921;20903;839938;0,839938
14;64;20921;20903;1439390;1,439390
14;96;20921;20903;1711321;1,711321
14;128;20921;20903;1855081;1,855081
14;160;20921;20903;2029113;2,029113
14;192;20921;20903;2202554;2,202554
14;224;20921;20903;2425879;2,425879
14;256;20921;20903;2670361;2,670361
14;288;20921;20903;2922331;2,922331
16;32;20921;20903;927710;0,927710
16;64;20921;20903;1635936;1,635936
16;96;20921;20903;1773754;1,773754
16;128;20921;20903;1945912;1,945912
16;160;20921;20903;2152421;2,152421
16;192;20921;20903;2397546;2,397546
16;224;20921;20903;2668455;2,668455
16;256;20921;20903;2954624;2,954624
18;32;20921;20903;1018463;1,018463
18;64;20921;20903;1673432;1,673432
18;96;20921;20903;1832454;1,832454
18;128;20921;20903;2054799;2,054799
18;160;20921;20903;2293837;2,293837
18;192;20921;20903;2595894;2,595894
18;224;20921;20903;2926319;2,926319
20;32;20921;20903;1086369;1,086369
20;64;20921;20903;1704953;1,704953
20;96;20921;20903;1903794;1,903794
20;128;20921;20903;2157558;2,157558
20;160;20921;20903;2464345;2,464345
20;192;20921;20903;2814596;2,814596
22;32;20921;20903;1175297;1,175297
22;64;20921;20903;1730960;1,730960
22;96;20921;20903;1967484;1,967484
22;128;20921;20903;2262814;2,262814
22;160;20921;20903;2633217;2,633217
24;32;20921;20903;1277046;1,277046
24;64;20921;20903;1773561;1,773561
24;96;20921;20903;2054259;2,054259
24;128;20921;20903;2397996;2,397996
24;160;20921;20903;2815031;2,815031
26;32;20921;20903;1363285;1,363285
26;64;20921;20903;1811235;1,811235
26;96;20921;20903;2127638;2,127638
26;128;20921;20903;2525697;2,525697
28;32;20921;20903;1438277;1,438277
28;64;20921;20903;1859284;1,859284
28;96;20921;20903;2205766;2,205766
28;128;20921;20903;2670544;2,670544
30;32;20921;20903;1576601;1,576601
30;64;20921;20903;1908548;1,908548
30;96;20921;20903;2297076;2,297076
30;128;20921;20903;2815363;2,815363
32;32;20921;20903;1636296;1,636296
32;64;20921;20903;1946025;1,946025
32;96;20921;20903;2392965;2,392965
32;128;20921;20903;2958866;2,958866
34;32;20921;20903;1652122;1,652122
34;64;20921;20903;1992955;1,992955
34;96;20921;20903;2494082;2,494082
36;32;20921;20903;1668811;1,668811
36;64;20921;20903;2054342;2,054342
36;96;20921;20903;2595242;2,595242
38;32;20921;20903;1682665;1,682665
38;64;20921;20903;2107392;2,107392
38;96;20921;20903;2699546;2,699546
40;32;20921;20903;1705199;1,705199
40;64;20921;20903;2151201;2,151201
40;96;20921;20903;2814735;2,814735
42;32;20921;20903;1711471;1,711471
42;64;20921;20903;2205461;2,205461
42;96;20921;20903;2922217;2,922217
44;32;20921;20903;1734929;1,734929
44;64;20921;20903;2265019;2,265019
46;32;20921;20903;1752803;1,752803
46;64;20921;20903;2323806;2,323806
48;32;20921;20903;1773509;1,773509
48;64;20921;20903;2396301;2,396301
50;32;20921;20903;1791133;1,791133
50;64;20921;20903;2459292;2,459292
52;32;20921;20903;1814974;1,814974
52;64;20921;20903;2520034;2,520034
54;32;20921;20903;1832714;1,832714
54;64;20921;20903;2594880;2,594880
56;32;20921;20903;1858318;1,858318
56;64;20921;20903;2669280;2,669280
58;32;20921;20903;1875847;1,875847
58;64;20921;20903;2736364;2,736364
60;32;20921;20903;1907631;1,907631
60;64;20921;20903;2814191;2,814191
62;32;20921;20903;1924679;1,924679
62;64;20921;20903;2884877;2,884877
64;32;20921;20903;1944574;1,944574
64;64;20921;20903;2956985;2,956985
66;32;20921;20903;1965316;1,965316
68;32;20921;20903;1996494;1,996494
70;32;20921;20903;2022892;2,022892
72;32;20921;20903;2048513;2,048513
74;32;20921;20903;2074923;2,074923
76;32;20921;20903;2102025;2,102025
78;32;20921;20903;2125298;2,125298
80;32;20921;20903;2153826;2,153826
82;32;20921;20903;2174855;2,174855
84;32;20921;20903;2200168;2,200168
86;32;20921;20903;2229531;2,229531
88;32;20921;20903;2259554;2,259554
90;32;20921;20903;2290853;2,290853
92;32;20921;20903;2322288;2,322288
94;32;20921;20903;2350068;2,350068
96;32;20921;20903;2395006;2,395006
98;32;20921;20903;2423449;2,423449
100;32;20921;20903;2461650;2,461650
102;32;20921;20903;2491736;2,491736
104;32;20921;20903;2518146;2,518146
106;32;20921;20903;2553403;2,553403
108;32;20921;20903;2589349;2,589349
110;32;20921;20903;2630250;2,630250
112;32;20921;20903;2667403;2,667403
114;32;20921;20903;2705182;2,705182
116;32;20921;20903;2738696;2,738696
118;32;20921;20903;2783327;2,783327
120;32;20921;20903;2816297;2,816297
122;32;20921;20903;2839293;2,839293
124;32;20921;20903;2883420;2,883420
126;32;20921;20903;2919947;2,919947
128;32;20921;20903;2955997;2,955997
