gridSize;blockSize;p;q;clocks;seconds
4;800;20921;20903;2456734;2.456734
4;832;20921;20903;2522956;2.522956
4;864;20921;20903;2588408;2.588408
4;896;20921;20903;2670892;2.670892
4;928;20921;20903;2741455;2.741455
4;960;20921;20903;2814701;2.814701
4;992;20921;20903;2886861;2.886861
4;1024;20921;20903;2954170;2.954170
6;32;20921;20903;691805;0.691805
6;64;20921;20903;780278;0.780278
6;96;20921;20903;1019334;1.019334
6;128;20921;20903;1277047;1.277047
6;160;20921;20903;1577348;1.577348
6;192;20921;20903;1672985;1.672985
6;224;20921;20903;1716448;1.716448
6;256;20921;20903;1770932;1.770932
6;288;20921;20903;1829753;1.829753
6;320;20921;20903;1909462;1.909462
6;352;20921;20903;1968041;1.968041
6;384;20921;20903;2056115;2.056115
6;416;20921;20903;2128701;2.128701
6;448;20921;20903;2205803;2.205803
6;480;20921;20903;2295182;2.295182
6;512;20921;20903;2389812;2.389812
6;544;20921;20903;2496480;2.496480
6;576;20921;20903;2599515;2.599515
6;608;20921;20903;2712246;2.712246
6;640;20921;20903;2815641;2.815641
6;672;20921;20903;2923250;2.923250
8;32;20921;20903;706374;0.706374
8;64;20921;20903;927194;0.927194
8;96;20921;20903;1269917;1.269917
8;128;20921;20903;1633375;1.633375
8;160;20921;20903;1708835;1.708835
8;192;20921;20903;1766921;1.766921
8;224;20921;20903;1860369;1.860369
8;256;20921;20903;1947371;1.947371
8;288;20921;20903;2056361;2.056361
8;320;20921;20903;2158584;2.158584
8;352;20921;20903;2266595;2.266595
8;384;20921;20903;2393709;2.393709
8;416;20921;20903;2522469;2.522469
8;448;20921;20903;2668902;2.668902
8;480;20921;20903;2813934;2.813934
8;512;20921;20903;2959335;2.959335
10;32;20921;20903;739228;0.739228
10;64;20921;20903;1086410;1.086410
10;96;20921;20903;1573316;1.573316
10;128;20921;20903;1706251;1.706251
10;160;20921;20903;1795788;1.795788
10;192;20921;20903;1908084;1.908084
10;224;20921;20903;2030327;2.030327
10;256;20921;20903;2158053;2.158053
10;288;20921;20903;2295870;2.295870
10;320;20921;20903;2466380;2.466380
10;352;20921;20903;2632713;2.632713
10;384;20921;20903;2815633;2.815633
12;32;20921;20903;778447;0.778447
12;64;20921;20903;1276924;1.276924
12;96;20921;20903;1674299;1.674299
12;128;20921;20903;1773799;1.773799
12;160;20921;20903;1909077;1.909077
12;192;20921;20903;2056127;2.056127
12;224;20921;20903;2207090;2.207090
12;256;20921;20903;2399019;2.399019
12;288;20921;20903;2598537;2.598537
12;320;20921;20903;2821239;2.821239
14;32;20921;20903;832758;0.832758
14;64;20921;20903;1440710;1.440710
14;96;20921;20903;1711462;1.711462
14;128;20921;20903;1860448;1.860448
14;160;20921;20903;2030900;2.030900
14;192;20921;20903;2207482;2.207482
14;224;20921;20903;2427037;2.427037
14;256;20921;20903;2669844;2.669844
14;288;20921;20903;2926222;2.926222
16;32;20921;20903;928917;0.928917
16;64;20921;20903;1637530;1.637530
16;96;20921;20903;1775097;1.775097
16;128;20921;20903;1946632;1.946632
16;160;20921;20903;2157498;2.157498
16;192;20921;20903;2390266;2.390266
16;224;20921;20903;2671008;2.671008
16;256;20921;20903;2955860;2.955860
18;32;20921;20903;1016701;1.016701
18;64;20921;20903;1673400;1.673400
18;96;20921;20903;1832628;1.832628
18;128;20921;20903;2053176;2.053176
18;160;20921;20903;2299108;2.299108
18;192;20921;20903;2601039;2.601039
18;224;20921;20903;2919318;2.919318
20;32;20921;20903;1086498;1.086498
20;64;20921;20903;1699193;1.699193
20;96;20921;20903;1909427;1.909427
20;128;20921;20903;2158450;2.158450
20;160;20921;20903;2465968;2.465968
20;192;20921;20903;2816186;2.816186
22;32;20921;20903;1177654;1.177654
22;64;20921;20903;1735321;1.735321
22;96;20921;20903;1968612;1.968612
22;128;20921;20903;2266839;2.266839
22;160;20921;20903;2631488;2.631488
24;32;20921;20903;1276850;1.276850
24;64;20921;20903;1772134;1.772134
24;96;20921;20903;2055475;2.055475
24;128;20921;20903;2399859;2.399859
24;160;20921;20903;2813515;2.813515
26;32;20921;20903;1367113;1.367113
26;64;20921;20903;1813380;1.813380
26;96;20921;20903;2129160;2.129160
26;128;20921;20903;2526859;2.526859
28;32;20921;20903;1440108;1.440108
28;64;20921;20903;1864312;1.864312
28;96;20921;20903;2198084;2.198084
28;128;20921;20903;2673045;2.673045
30;32;20921;20903;1577607;1.577607
30;64;20921;20903;1909738;1.909738
30;96;20921;20903;2298166;2.298166
30;128;20921;20903;2816754;2.816754
32;32;20921;20903;1637841;1.637841
32;64;20921;20903;1948226;1.948226
32;96;20921;20903;2397864;2.397864
32;128;20921;20903;2956242;2.956242
34;32;20921;20903;1656451;1.656451
34;64;20921;20903;1996958;1.996958
34;96;20921;20903;2495062;2.495062
36;32;20921;20903;1674303;1.674303
36;64;20921;20903;2051138;2.051138
36;96;20921;20903;2597032;2.597032
38;32;20921;20903;1688065;1.688065
38;64;20921;20903;2104679;2.104679
38;96;20921;20903;2708178;2.708178
40;32;20921;20903;1706135;1.706135
40;64;20921;20903;2156602;2.156602
40;96;20921;20903;2815547;2.815547
42;32;20921;20903;1716695;1.716695
42;64;20921;20903;2206152;2.206152
42;96;20921;20903;2924696;2.924696
44;32;20921;20903;1736346;1.736346
44;64;20921;20903;2267309;2.267309
46;32;20921;20903;1754044;1.754044
46;64;20921;20903;2325017;2.325017
48;32;20921;20903;1774713;1.774713
48;64;20921;20903;2397440;2.397440
50;32;20921;20903;1792017;1.792017
50;64;20921;20903;2465093;2.465093
52;32;20921;20903;1815992;1.815992
52;64;20921;20903;2525186;2.525186
54;32;20921;20903;1833717;1.833717
54;64;20921;20903;2596538;2.596538
56;32;20921;20903;1856123;1.856123
56;64;20921;20903;2672931;2.672931
58;32;20921;20903;1874263;1.874263
58;64;20921;20903;2737406;2.737406
60;32;20921;20903;1907493;1.907493
60;64;20921;20903;2807939;2.807939
62;32;20921;20903;1925949;1.925949
62;64;20921;20903;2885436;2.885436
64;32;20921;20903;1943096;1.943096
64;64;20921;20903;2958594;2.958594
66;32;20921;20903;1966417;1.966417
68;32;20921;20903;1993226;1.993226
70;32;20921;20903;2028486;2.028486
72;32;20921;20903;2055259;2.055259
74;32;20921;20903;2080115;2.080115
76;32;20921;20903;2103052;2.103052
78;32;20921;20903;2131213;2.131213
80;32;20921;20903;2146589;2.146589
82;32;20921;20903;2177346;2.177346
84;32;20921;20903;2201270;2.201270
86;32;20921;20903;2235070;2.235070
88;32;20921;20903;2261106;2.261106
90;32;20921;20903;2295907;2.295907
92;32;20921;20903;2323302;2.323302
94;32;20921;20903;2355482;2.355482
96;32;20921;20903;2394667;2.394667
98;32;20921;20903;2418362;2.418362
100;32;20921;20903;2463290;2.463290
102;32;20921;20903;2492806;2.492806
104;32;20921;20903;2523516;2.523516
106;32;20921;20903;2560094;2.560094
108;32;20921;20903;2595001;2.595001
110;32;20921;20903;2631639;2.631639
112;32;20921;20903;2669625;2.669625
114;32;20921;20903;2701898;2.701898
116;32;20921;20903;2739979;2.739979
118;32;20921;20903;2789943;2.789943
120;32;20921;20903;2813214;2.813214
122;32;20921;20903;2840557;2.840557
124;32;20921;20903;2885824;2.885824
126;32;20921;20903;2925764;2.925764
128;32;20921;20903;2958304;2.958304
